Algorithm,Queens,Best result,Iterations,Time,Solved
Genetic,12,0,81,1.0574054718017578,True
Genetic,12,1,200,2.6617753505706787,False
Genetic,12,0,81,1.0685725212097168,True
Genetic,12,1,200,2.6079835891723633,False
Genetic,12,0,81,1.0681965351104736,True
Genetic,12,1,200,2.6090729236602783,False
Genetic,12,0,81,1.0836479663848877,True
Genetic,12,1,200,2.650557279586792,False
Genetic,12,0,81,1.077573537826538,True
Genetic,12,1,200,2.6395390033721924,False
Genetic,12,0,81,1.0624043941497803,True
Genetic,12,1,200,2.666628122329712,False
Genetic,12,0,81,1.0665497779846191,True
Genetic,12,0,112,1.476680040359497,True
Genetic,12,0,66,0.8691120147705078,True
Genetic,12,0,112,1.448124647140503,True
Genetic,12,0,66,0.8608736991882324,True
Genetic,12,0,112,1.4431746006011963,True
Genetic,12,0,66,0.8570723533630371,True
Genetic,12,0,112,1.4962661266326904,True
Genetic,12,0,66,0.8566958904266357,True
Genetic,12,0,112,1.4672539234161377,True
Genetic,12,0,66,0.8615589141845703,True
Genetic,12,0,112,1.47025465965271,True
Genetic,12,0,66,0.8118250370025635,True
Genetic,12,0,112,1.451232671737671,True
Genetic,12,0,66,0.8050272464752197,True
Genetic,12,0,112,1.4794774055480957,True
Genetic,12,0,66,0.7822294235229492,True
Genetic,12,1,200,1.1696555614471436,False
Genetic,12,1,200,1.0883433818817139,False
hill_climbing,15,2,8,0.08477354049682617,False
hill_climbing,15,2,7,0.0550541877746582,False
hill_climbing,15,2,7,0.045607805252075195,False
hill_climbing,15,2,7,0.04490804672241211,False
hill_climbing,15,1,7,0.04271101951599121,False
hill_climbing,15,2,7,0.03945350646972656,False
hill_climbing,15,0,9,0.04987740516662598,True
hill_climbing,15,0,8,0.04552721977233887,True
hill_climbing,15,3,6,0.03445267677307129,False
hill_climbing,15,1,6,0.03616499900817871,False
hill_climbing,15,3,5,0.029583454132080078,False
hill_climbing,15,1,7,0.03975081443786621,False
hill_climbing,15,1,8,0.04503822326660156,False
hill_climbing,15,1,9,0.05535101890563965,False
hill_climbing,15,3,7,0.04373311996459961,False
hill_climbing,15,1,9,0.05453085899353027,False
hill_climbing,15,1,8,0.04877901077270508,False
hill_climbing,15,1,9,0.05343437194824219,False
hill_climbing,15,2,6,0.03567957878112793,False
hill_climbing,15,3,6,0.03621697425842285,False
hill_climbing,15,2,6,0.03594470024108887,False
hill_climbing,15,2,9,0.054727792739868164,False
hill_climbing,15,2,5,0.03515791893005371,False
hill_climbing,15,4,5,0.035042524337768555,False
hill_climbing,15,2,8,0.050667762756347656,False
hill_climbing,15,2,8,0.051015615463256836,False
hill_climbing,15,1,9,0.05650734901428223,False
hill_climbing,15,1,8,0.04833030700683594,False
hill_climbing,15,1,8,0.05005979537963867,False
hill_climbing,15,3,5,0.03059697151184082,False
hill_climbing,15,3,6,0.036952972412109375,False
hill_climbing,15,2,6,0.03673505783081055,False
hill_climbing,15,2,7,0.04089689254760742,False
hill_climbing,15,1,7,0.040375471115112305,False
hill_climbing,15,2,8,0.04387235641479492,False
hill_climbing,15,2,5,0.029241085052490234,False
hill_climbing,15,3,6,0.03565382957458496,False
hill_climbing,15,1,8,0.04644203186035156,False
hill_climbing,15,1,7,0.040384531021118164,False
hill_climbing,15,2,8,0.045772552490234375,False
hill_climbing,15,1,8,0.046146392822265625,False
hill_climbing,15,2,7,0.040585994720458984,False
hill_climbing,15,3,8,0.046994686126708984,False
hill_climbing,15,1,8,0.04651784896850586,False
hill_climbing,15,0,9,0.05215573310852051,True
hill_climbing,15,2,9,0.05246543884277344,False
hill_climbing,15,4,4,0.022891521453857422,False
hill_climbing,15,1,9,0.05243849754333496,False
hill_climbing,15,1,9,0.051259517669677734,False
hill_climbing,15,1,8,0.04581880569458008,False
simmulated_annealing,15,3,200,0.02118229866027832,False
simmulated_annealing,15,2,200,0.02465057373046875,False
simmulated_annealing,15,3,200,0.04086565971374512,False
simmulated_annealing,15,4,200,0.038246870040893555,False
simmulated_annealing,15,2,200,0.021694660186767578,False
simmulated_annealing,15,3,200,0.021601438522338867,False
simmulated_annealing,15,5,200,0.02085089683532715,False
simmulated_annealing,15,3,200,0.02068805694580078,False
simmulated_annealing,15,4,200,0.020981550216674805,False
simmulated_annealing,15,3,200,0.019996166229248047,False
simmulated_annealing,15,4,200,0.02046036720275879,False
simmulated_annealing,15,3,200,0.020158052444458008,False
simmulated_annealing,15,4,200,0.019322872161865234,False
simmulated_annealing,15,3,200,0.019493579864501953,False
simmulated_annealing,15,4,200,0.020566940307617188,False
simmulated_annealing,15,2,200,0.020721912384033203,False
simmulated_annealing,15,2,200,0.020952463150024414,False
simmulated_annealing,15,4,200,0.02044820785522461,False
simmulated_annealing,15,4,200,0.020328283309936523,False
simmulated_annealing,15,3,200,0.021463632583618164,False
simmulated_annealing,15,4,200,0.020493745803833008,False
simmulated_annealing,15,4,200,0.021394014358520508,False
simmulated_annealing,15,5,200,0.019802570343017578,False
simmulated_annealing,15,3,200,0.019245147705078125,False
simmulated_annealing,15,5,200,0.01940751075744629,False
simmulated_annealing,15,4,200,0.019579172134399414,False
simmulated_annealing,15,3,200,0.020191431045532227,False
simmulated_annealing,15,2,200,0.02081775665283203,False
simmulated_annealing,15,2,200,0.020637035369873047,False
simmulated_annealing,15,3,200,0.02053976058959961,False
simmulated_annealing,15,4,200,0.02090740203857422,False
simmulated_annealing,15,2,200,0.020224809646606445,False
simmulated_annealing,15,3,200,0.020113468170166016,False
simmulated_annealing,15,2,200,0.02049565315246582,False
simmulated_annealing,15,4,200,0.020440340042114258,False
simmulated_annealing,15,2,200,0.020429372787475586,False
simmulated_annealing,15,1,200,0.020845651626586914,False
simmulated_annealing,15,3,200,0.020041465759277344,False
simmulated_annealing,15,3,200,0.020364046096801758,False
simmulated_annealing,15,4,200,0.020537137985229492,False
simmulated_annealing,15,3,200,0.019734621047973633,False
simmulated_annealing,15,2,200,0.019993305206298828,False
simmulated_annealing,15,4,200,0.02003622055053711,False
simmulated_annealing,15,3,200,0.020351886749267578,False
simmulated_annealing,15,2,200,0.020472288131713867,False
simmulated_annealing,15,3,200,0.020878314971923828,False
simmulated_annealing,15,2,200,0.020254850387573242,False
simmulated_annealing,15,4,200,0.02053999900817871,False
simmulated_annealing,15,4,200,0.020265817642211914,False
simmulated_annealing,15,5,200,0.020053386688232422,False
Genetic,15,1,200,2.8508799076080322,False
Genetic,15,1,200,2.8300397396087646,False
Genetic,15,1,200,2.8517754077911377,False
Genetic,15,1,200,2.781965732574463,False
Genetic,15,1,200,2.828137159347534,False
Genetic,15,1,200,2.8128504753112793,False
Genetic,15,1,200,2.892948865890503,False
Genetic,15,1,200,2.8187317848205566,False
Genetic,15,1,200,2.8575074672698975,False
Genetic,15,1,200,2.845695972442627,False
Genetic,15,1,200,2.9095265865325928,False
Genetic,15,1,200,2.844637632369995,False
Genetic,15,1,200,2.8578124046325684,False
Genetic,15,1,200,2.815706729888916,False
Genetic,15,1,200,2.851590394973755,False
Genetic,15,1,200,2.847597122192383,False
Genetic,15,1,200,2.783189535140991,False
Genetic,15,0,169,2.3572027683258057,True
Genetic,15,1,200,2.7881052494049072,False
Genetic,15,0,169,2.3509232997894287,True
Genetic,15,1,200,2.840996265411377,False
Genetic,15,0,169,2.3874099254608154,True
Genetic,15,1,200,2.792816638946533,False
Genetic,15,0,169,2.353968620300293,True
Genetic,15,1,200,2.8197431564331055,False
Genetic,15,0,169,2.377105712890625,True
Genetic,15,1,200,2.796344757080078,False
Genetic,15,0,169,2.3857204914093018,True
Genetic,15,1,200,2.791585683822632,False
Genetic,15,0,169,2.356104850769043,True
Genetic,15,1,200,2.8583950996398926,False
Genetic,15,0,169,2.3596673011779785,True
Genetic,15,1,200,2.781614303588867,False
Genetic,15,1,200,2.7637228965759277,False
Genetic,15,1,200,2.780172824859619,False
Genetic,15,1,200,2.769386053085327,False
Genetic,15,1,200,2.7805497646331787,False
Genetic,15,1,200,2.752309560775757,False
Genetic,15,1,200,2.7876787185668945,False
Genetic,15,1,200,2.764343738555908,False
Genetic,15,1,200,2.7997477054595947,False
Genetic,15,1,200,2.7684788703918457,False
Genetic,15,1,200,2.814143180847168,False
Genetic,15,1,200,2.7779202461242676,False
Genetic,15,1,200,2.840350866317749,False
Genetic,15,1,200,2.7321691513061523,False
Genetic,15,1,200,2.7855589389801025,False
Genetic,15,1,200,2.7352733612060547,False
Genetic,15,0,139,0.937067985534668,True
Genetic,15,1,200,1.1825141906738281,False
